小区,户型,面积,价格,单价,朝向,位置,地铁
华天苑,2室2厅1厨1卫,63.83㎡,152,23814元/平米,南 北,江干 丁桥 ,
庆隆苑,2室1厅1厨1卫,77.73㎡,296,38081元/平米,南 北,拱墅 和睦 ,
东方福邸,2室1厅1厨1卫,73.19㎡,390,53286元/平米,南,拱墅 申花 ,
求智巷,2室0厅1厨1卫,49.49㎡,480,96990元/平米,南 北,西湖 学军 ,近地铁2号线沈塘桥站
林之语,3室2厅1厨2卫,128.07㎡,276,21551元/平米,南 北,萧山 钱江世纪城 ,
顺发康庄,3室2厅1厨1卫,78.9㎡,228,28898元/平米,南 北,萧山 钱江世纪城 ,
金色海岸,3室2厅1厨3卫,205.8㎡,1575,76531元/平米,南,上城 南星 ,近地铁4号线甬江路站
绿都四季华庭,3室2厅1厨2卫,84.77㎡,290,34211元/平米,西,萧山 南部卧城 ,
铂金时代公寓,3室2厅1厨2卫,136.79㎡,570,41670元/平米,南 北,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
中豪四季公馆,2室2厅1厨1卫,80.73㎡,250,30968元/平米,南 北,江干 丁桥 ,
九莲新村,2室1厅1厨1卫,63.53㎡,260,40926元/平米,南 北,西湖 九莲 ,近地铁2号线学院路站
景瑞御华府,3室2厅1厨1卫,87.68㎡,220,25092元/平米,南,余杭 临平 ,
保亿风景蝶院观园,3室2厅1厨2卫,125.8㎡,465,36964元/平米,南 北,滨江 白马湖 ,
万科魅力之城,2室2厅1厨1卫,87.33㎡,259,29658元/平米,南,江干 九堡 ,
学苑春晓,3室1厅1厨1卫,97.29㎡,430,44198元/平米,东 南 北,西湖 翠苑 ,近地铁2号线学院路站
上沙锦湖家园,2室1厅1厨1卫,58㎡,195,33621元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
竹海水韵,3室2厅1厨1卫,87.42㎡,235,26882元/平米,东 南 北,余杭 闲林 ,
德信早安,3室2厅1厨1卫,89.35㎡,210,23504元/平米,南,余杭 闲林 ,
瑞立中央花城,3室1厅1厨2卫,137.45㎡,680,49473元/平米,南 北,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
东和云第,3室2厅1厨1卫,85.73㎡,320,37327元/平米,南,滨江 浦沿 ,近地铁4号线浦沿站
万科北宸之光,3室2厅1厨1卫,89.6㎡,305,34041元/平米,南,余杭 万达广场 ,
广宇西城年华,4室2厅1厨2卫,128.83㎡,696,54025元/平米,南,西湖 申花 ,近地铁2号线虾龙圩站
良渚文化村七贤郡,3室2厅1厨1卫,87.19㎡,225,25806元/平米,南,余杭 良渚 ,
清雅苑,2室2厅1厨1卫,116.56㎡,260,22307元/平米,南,钱塘新区 高教园区西 ,
南岸花城,3室2厅1厨2卫,132.65㎡,258,19450元/平米,南 北,萧山 闻堰 ,
芳满庭,3室2厅1厨1卫,86.86㎡,397,45706元/平米,南,拱墅 申花 ,近地铁2号线三坝站
梦琴湾,3室2厅1厨1卫,107㎡,298,27851元/平米,南,钱塘新区 沿江北 ,近1号线(下沙江滨-湘湖)云水站
德信金泊林公寓,2室2厅1厨1卫,72.53㎡,265,36537元/平米,南,江干 九堡 ,
郡望府,3室2厅1厨2卫,89.79㎡,295,32855元/平米,南 北,萧山 萧山开发区 ,
中国铁建青秀城,4室1厅1厨2卫,89㎡,432,48540元/平米,南,萧山 萧山新城区 ,
耀江文鼎苑,3室1厅1厨2卫,129.52㎡,876,67635元/平米,西 南,西湖 申花 ,近地铁2号线三坝站
越秀亲爱里,3室2厅1厨2卫,89.94㎡,363,40361元/平米,东南,江干 九堡 ,
昆仑华府,3室2厅1厨2卫,89㎡,248,27866元/平米,南,余杭 良渚 ,
旭辉时代城,3室2厅1厨1卫,83㎡,190,22892元/平米,南,余杭 崇贤 ,
世茂江滨花园峻景湾,3室2厅1厨2卫,125.66㎡,300,23874元/平米,南,钱塘新区 沿江南 ,
德信君宸,4室2厅1厨2卫,127㎡,533,41969元/平米,南 北,萧山 萧山新城区 ,
中海金溪园,3室2厅1厨1卫,88.16㎡,330,37432元/平米,南,西湖 三墩 ,近地铁2号线金家渡站
皮市巷,3室1厅1厨1卫,61.17㎡,260,42505元/平米,南,上城 清泰 ,近地铁2号线中河北路站
海德公园,3室1厅1厨2卫,89.58㎡,275,30699元/平米,南,余杭 勾庄 ,
景瑞御华府,3室2厅1厨2卫,88.58㎡,225,25401元/平米,南,余杭 临平 ,
万科西庐一期,3室2厅1厨1卫,89.38㎡,520,58179元/平米,南 北,西湖 西溪 ,
科尔世纪外滩,3室2厅1厨2卫,113.87㎡,315,27664元/平米,南,萧山 萧山开发区 ,
佳源未来府,3室2厅1厨2卫,87.26㎡,225,25786元/平米,南 北,余杭 未来科技城 ,
钱江水晶城,3室2厅1厨1卫,89㎡,525,58989元/平米,南,滨江 彩虹城 ,
金帝金色钱塘,3室2厅1厨1卫,105.67㎡,355,33596元/平米,南,萧山 萧山新城区 ,近1号线(临平-湘湖)滨康路站
滨江江南之星,3室2厅1厨2卫,89㎡,410,46068元/平米,南,萧山 萧山新城区 ,
绿都御景蓝湾,3室2厅1厨2卫,88.29㎡,220,24918元/平米,南,萧山 义桥 ,
桂花城,3室2厅1厨2卫,141.34㎡,780,55187元/平米,南,西湖 文一西路 ,
恒大帝景,3室2厅1厨2卫,89㎡,270,30338元/平米,南 北,萧山 南部卧城 ,
采荷东区,2室2厅1厨1卫,76.8㎡,385,50131元/平米,东 南 北,江干 采荷 ,近地铁2号线庆春广场站
越秀星汇城,3室2厅1厨2卫,99.69㎡,170,17053元/平米,南,临安 临安 ,
龙湖春江天玺,3室2厅1厨2卫,86.66㎡,375,43273元/平米,南,萧山 萧山新城区 ,
滨江江南之星,3室2厅1厨2卫,89.84㎡,390,43411元/平米,南 北,萧山 萧山新城区 ,
华瑞湘湖美地,3室2厅1厨1卫,122㎡,330,27050元/平米,南 北,萧山 湘湖 ,
景瑞申花壹号院,3室1厅1厨2卫,88.66㎡,470,53012元/平米,南 北,拱墅 申花 ,
龙湖春江彼岸,3室1厅1厨1卫,89㎡,490,55057元/平米,南,滨江 奥体 ,
北城枫景园,2室1厅1厨1卫,62.58㎡,165,26367元/平米,南,江干 丁桥 ,
奥克斯缔逸城,2室1厅1厨1卫,69.19㎡,205,29629元/平米,南 北,西湖 良渚 ,近地铁2号线白洋站
望江家园东园,2室1厅1厨1卫,61.94㎡,335,54085元/平米,南 北,上城 近江 ,近1号线(临平-湘湖)婺江路站
越秀星汇城,2室2厅1厨1卫,89.48㎡,162,18105元/平米,南,临安 临安 ,
东海闲湖城,3室2厅1厨1卫,88.9㎡,225,25310元/平米,南,余杭 闲林 ,
佳境天城境合苑,2室2厅1厨2卫,53.31㎡,290,54399元/平米,西南,萧山 钱江世纪城 ,近地铁2号线振宁路站
绿洲吉家,1室1厅1厨1卫,54.91㎡,179,32599元/平米,西南,下城 流水苑 ,近1号线(临平-湘湖)西湖文化广场站
戒坛寺巷,3室1厅1厨1卫,76.55㎡,450,58786元/平米,南,下城 武林 ,
宋都东郡之星,3室2厅1厨2卫,89.09㎡,210,23572元/平米,南 北,钱塘新区 大学城北 ,
海德公园,4室2厅1厨2卫,123.3㎡,380,30820元/平米,南,余杭 勾庄 ,
世茂江滨花园瑞景湾,3室2厅1厨2卫,135.46㎡,300,22147元/平米,东南 南,钱塘新区 沿江南 ,近1号线(下沙江滨-湘湖)下沙江滨站
德信泊林春天,3室2厅1厨1卫,89㎡,260,29214元/平米,南,萧山 钱江世纪城 ,
保利罗兰香谷,3室1厅1厨1卫,89.48㎡,230,25705元/平米,南 北,江干 丁桥 ,
金隅田员外,3室1厅1厨1卫,88.19㎡,235,26648元/平米,南,拱墅 半山 ,
积家,3室2厅1厨2卫,75.54㎡,430,56924元/平米,南,滨江 浦沿 ,近地铁4号线中医药大学站
北城铭苑,3室1厅1厨1卫,62.5㎡,210,33600元/平米,南,江干 丁桥 ,
缤纷北苑,2室2厅1厨2卫,124㎡,360,29033元/平米,南,滨江 滨江区政府 ,
华元蒙卡岸,3室2厅1厨2卫,87㎡,280,32184元/平米,南,余杭 翡翠城 ,
中梁百悦城,3室1厅1厨1卫,89.04㎡,188,21115元/平米,南 北,余杭 临平 ,
良渚文化村探梅里B,2室2厅1厨1卫,81.75㎡,230,28135元/平米,南,余杭 良渚 ,
良渚文化村白鹭郡南,3室2厅1厨1卫,89.63㎡,258,28786元/平米,南,余杭 良渚 ,
小米巷,3室1厅1厨1卫,64.15㎡,248,38660元/平米,南,上城 潮鸣 ,近1号线(临平-湘湖)城站站
铁岭花园,3室2厅1厨1卫,92.32㎡,282,30546元/平米,南,滨江 西兴 ,近1号线(临平-湘湖)西兴站
上尚庭,2室2厅1厨1卫,89.18㎡,422,47321元/平米,南,拱墅 申花 ,
爵士风情花园,3室2厅1厨2卫,134.66㎡,245,18194元/平米,南,余杭 闲林 ,
西溪蝶园二期,1室1厅1厨1卫,53.24㎡,270,50714元/平米,南,西湖 西溪 ,
海德公园,3室2厅1厨2卫,99.68㎡,285,28592元/平米,南,余杭 勾庄 ,
合景映月台,3室2厅1厨1卫,89.06㎡,410,46037元/平米,南 北,余杭 闲林 ,
万科城市之光,3室2厅1厨1卫,88.17㎡,310,35160元/平米,南,滨江 彩虹城 ,
紫金庭园,3室2厅1厨2卫,114.17㎡,495,43357元/平米,南 西,西湖 文三西路 ,
融信杭州公馆,3室2厅1厨2卫,89㎡,580,65169元/平米,南 北,西湖 文教 ,
海德公园,3室1厅1厨2卫,89.73㎡,275,30648元/平米,南,余杭 勾庄 ,
金雅苑社区,3室1厅1厨1卫,87.62㎡,280,31957元/平米,南,江干 九堡 ,近1号线(临平-湘湖)客运中心站
新华坊社区,3室1厅1厨1卫,69.04㎡,282,40846元/平米,南 北,下城 丝绸城 ,近地铁2号线建国北路站
临江风帆公寓,3室2厅1厨2卫,118.38㎡,540,45616元/平米,南 北,上城 近江 ,近1号线(临平-湘湖)近江站
良渚文化村七贤郡,2室2厅1厨1卫,66.77㎡,205,30703元/平米,南,余杭 良渚 ,
积家,1室1厅1厨1卫,43.48㎡,130,29899元/平米,南,滨江 浦沿 ,近地铁4号线中医药大学站
南岸花城,3室2厅1厨2卫,139.29㎡,265,19026元/平米,南,萧山 闻堰 ,
滨文苑,4室2厅1厨2卫,157.32㎡,450,28605元/平米,南,滨江 浦沿 ,
竹海水韵,3室2厅1厨1卫,88.7㎡,205,23112元/平米,南,余杭 闲林 ,
复兴南苑,2室1厅1厨1卫,68.15㎡,275,40353元/平米,南,上城 复兴 ,近地铁4号线复兴路站
众安白马山庄,3室2厅1厨1卫,90.48㎡,225,24868元/平米,南 北,西湖 小和山 ,
绿城玉兰公寓,2室2厅1厨1卫,88.29㎡,373,42248元/平米,南,江干 三里亭 ,
水陆寺巷,1室1厅1厨1卫,35.96㎡,165,45885元/平米,南,下城 长庆 ,近地铁2号线中河北路站
理想西溪金座,3室1厅1厨1卫,56.58㎡,123,21740元/平米,北,余杭 未来科技城 ,
金地艺境,3室2厅1厨2卫,89.91㎡,245,27250元/平米,南 北,余杭 乔司 ,近1号线(临平-湘湖)翁梅站
东方一品公寓,4室2厅1厨2卫,231.16㎡,770,33311元/平米,南,萧山 萧山新城区 ,近地铁2号线建设一路站
流水苑,1室1厅1厨1卫,36.62㎡,153,41781元/平米,南,下城 流水苑 ,近1号线(临平-湘湖)打铁关站
复兴南苑,1室1厅1厨1卫,33.82㎡,140,41396元/平米,南,上城 复兴 ,近地铁4号线复兴路站
人和家园,1室1厅1厨1卫,49.37㎡,124,25117元/平米,南,西湖 留下 ,
十亩田家园,3室1厅1厨1卫,77.64㎡,320,41216元/平米,南,上城 复兴 ,近地铁4号线复兴路站
凤起都市花园,3室1厅1厨1卫,88.04㎡,370,42027元/平米,东 西,下城 长庆 ,近地铁2号线建国北路站
翠苑三区,2室1厅1厨1卫,49.43㎡,210,42485元/平米,南,西湖 翠苑 ,近地铁2号线古翠路站
豪波西溪润景,2室1厅1厨1卫,53.94㎡,130,24101元/平米,西,余杭 未来科技城 ,
庆丰新村,2室1厅1厨1卫,55.84㎡,250,44771元/平米,南,西湖 黄龙 ,
昆仑天籁,2室2厅1厨1卫,86.45㎡,260,30076元/平米,南,江干 丁桥 ,
广厦天都城天星苑,2室2厅1厨1卫,89.15㎡,186,20864元/平米,南,余杭 星桥 ,
三塘沁园,2室1厅1厨1卫,59.98㎡,220,36679元/平米,南,下城 三塘 ,
景芳新五区,2室1厅1厨1卫,68.14㎡,268,39331元/平米,南,江干 景芳 ,近地铁4号线景芳站
采荷东区,2室1厅1厨1卫,60.5㎡,315,52067元/平米,南,江干 采荷 ,近地铁2号线庆春广场站
闸弄口新村,2室1厅1厨1卫,46.22㎡,175,37863元/平米,南,江干 闸弄口 ,近1号线(临平-湘湖)闸弄口站
东裕华庭,3室2厅1厨1卫,88.18㎡,110,12475元/平米,南,钱塘新区 大江东 ,
翠苑一区,2室0厅1厨1卫,41.37㎡,197,47620元/平米,南,西湖 翠苑 ,近地铁2号线学院路站
景芳一区,2室0厅1厨1卫,47.41㎡,204,43029元/平米,南,江干 景芳 ,近地铁4号线景芳站
迪凯运河印象,2室1厅1厨1卫,39.9㎡,105,26316元/平米,北,余杭 万达广场 ,
宋都东郡国际,3室2厅1厨1卫,87.21㎡,235,26947元/平米,南,钱塘新区 大学城北 ,
顺发康庄,3室2厅1厨2卫,86.72㎡,280,32288元/平米,南,萧山 钱江世纪城 ,
绿城风华苑,3室2厅1厨1卫,88.72㎡,158,17809元/平米,南,余杭 临平 ,
东方福邸,2室1厅1厨1卫,87.52㎡,468,53474元/平米,南,拱墅 申花 ,
翠苑逸景湾,2室1厅1厨1卫,87.59㎡,358,40873元/平米,南,西湖 翠苑 ,
广厦天都城紫韵公寓,3室2厅1厨2卫,133.68㎡,268,20048元/平米,东南 南,余杭 星桥 ,
久睦苑,2室1厅1厨1卫,61.81㎡,151,24430元/平米,南,江干 丁桥 ,
杭齿宿舍,2室1厅1厨1卫,47.44㎡,100,21080元/平米,东南 南,萧山 湘湖 ,
董家弄,2室1厅1厨1卫,52.5㎡,176,33524元/平米,西南,拱墅 信义坊 ,
新湖果岭,3室1厅1厨1卫,86.31㎡,270,31283元/平米,南,余杭 闲林 ,
欣盛东方郡西区,2室1厅1厨1卫,88㎡,435,49432元/平米,东南,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
石灰桥新村,2室0厅1厨1卫,44.19㎡,280,63363元/平米,南,西湖 文教 ,近地铁2号线沈塘桥站
鸥江公寓,2室2厅1厨1卫,62.39㎡,335,53695元/平米,东南,上城 近江 ,近1号线(临平-湘湖)近江站
顺发美哉美城,3室2厅1厨2卫,88㎡,500,56819元/平米,南,萧山 钱江世纪城 ,
万科北宸之光三期拱宸,3室2厅1厨1卫,89.17㎡,293,32859元/平米,南,余杭 万达广场 ,
山水人家诗家谷,3室2厅1厨2卫,128㎡,480,37500元/平米,南,西湖 文三西路 ,
雅居乐国际花园,3室2厅1厨2卫,88.92㎡,188,21143元/平米,南 北,余杭 闲林 ,
光明尚海湾,3室2厅1厨2卫,89㎡,280,31461元/平米,南,萧山 南部卧城 ,
华元蒙卡岸,4室2厅1厨2卫,127.49㎡,335,26277元/平米,南,余杭 翡翠城 ,
铭雅苑东区,2室1厅1厨1卫,41㎡,143,34879元/平米,南 北,余杭 三墩 ,近地铁2号线金家渡站
东海闲湖城印象加州,3室2厅1厨1卫,88.6㎡,235,26524元/平米,南,余杭 闲林 ,
江虹小区,3室2厅1厨1卫,100.27㎡,340,33909元/平米,南,滨江 长河 ,
汇宇花园,3室2厅1厨2卫,154.05㎡,360,23370元/平米,南,萧山 南部卧城 ,
杨家春晓南苑,3室1厅1厨1卫,89.62㎡,250,27896元/平米,南,下城 石桥 ,
北湖绿洲花园,3室2厅1厨1卫,114.3㎡,198,17323元/平米,南 北,余杭 瓶窑 ,
电信巷,2室2厅1厨1卫,66.08㎡,228,34504元/平米,南 北,下城 三塘 ,
石榴派,3室2厅1厨1卫,89.5㎡,260,29051元/平米,南,余杭 良渚 ,
德信早安,3室2厅1厨1卫,89㎡,213,23933元/平米,西,余杭 闲林 ,
亲亲家园一期,2室2厅1厨1卫,78.06㎡,275,35230元/平米,南,余杭 三墩 ,近地铁2号线墩祥街站
孩儿巷,3室1厅1厨1卫,75.67㎡,420,55505元/平米,南 北,下城 武林 ,
青枫墅园,3室2厅1厨1卫,89.93㎡,270,30024元/平米,南,余杭 闲林 ,
屏惠家园,3室2厅1厨1卫,92.81㎡,180,19395元/平米,南 北,余杭 瓶窑 ,
岸上蓝山,3室1厅1厨1卫,87.92㎡,225,25592元/平米,东,余杭 闲林 ,
丁桥颐景园,3室2厅1厨1卫,86.7㎡,270,31142元/平米,南,江干 丁桥 ,
定海西园,2室2厅1厨1卫,58.01㎡,238,41028元/平米,西南,拱墅 拱宸桥 ,
萧然南路633号,1室1厅1厨1卫,37.87㎡,98,25879元/平米,南,萧山 萧山市区 ,
吉如家园,2室2厅1厨1卫,73.88㎡,320,43314元/平米,南,拱墅 桥西 ,
世纪新城东区,1室1厅1厨1卫,53.55㎡,240,44818元/平米,北,西湖 嘉绿 ,近地铁2号线古翠路站
邮电新村,1室1厅1厨1卫,40.88㎡,300,73386元/平米,南,西湖 学军 ,近地铁2号线沈塘桥站
三塘菊园,2室1厅1厨1卫,95.58㎡,350,36619元/平米,南 北,下城 三塘 ,
邮电路16-38号,2室1厅1厨1卫,56.27㎡,365,64866元/平米,南,上城 湖滨 ,近1号线(临平-湘湖)龙翔桥站
中铁九逸,3室2厅1厨1卫,88.9㎡,188,21148元/平米,南,余杭 临平 ,
近江家园八园,2室0厅1厨1卫,46.61㎡,255,54710元/平米,南 北,上城 近江 ,近1号线(临平-湘湖)近江站
越秀星汇城,4室2厅1厨2卫,117.85㎡,188,15953元/平米,东南,临安 临安 ,
景丽华庭,3室1厅1厨1卫,81.4㎡,145,17814元/平米,南,余杭 塘栖 ,
红街公寓,2室1厅1厨1卫,89.11㎡,330,37033元/平米,南,江干 火车东站 ,近地铁4号线新风站
十亩田家园,2室2厅1厨1卫,75.27㎡,310,41186元/平米,南,上城 复兴 ,近地铁4号线复兴路站
长堤明苑,3室1厅1厨2卫,144.98㎡,415,28625元/平米,西南,上城 潮鸣 ,近地铁2号线庆菱路站
大家多立方,3室2厅1厨1卫,88.36㎡,310,35084元/平米,南,江干 九堡 ,
万科西庐一期,3室2厅1厨1卫,89㎡,490,55057元/平米,南 北,西湖 西溪 ,
宋都东郡国际,2室2厅1厨1卫,68.04㎡,208,30571元/平米,南,钱塘新区 大学城北 ,
众安景海湾,4室2厅1厨3卫,156㎡,395,25321元/平米,南,萧山 萧山开发区 ,
天城府,3室2厅1厨1卫,85.53㎡,385,45014元/平米,南,江干 火车东站 ,
金帝海珀二期,3室2厅1厨2卫,130.66㎡,336,25716元/平米,南,余杭 临平 ,
金地自在城,2室2厅1厨2卫,79.39㎡,288,36277元/平米,南,西湖 三墩 ,近地铁2号线金家渡站
广厦天都城天风苑,3室2厅1厨2卫,119.2㎡,240,20135元/平米,南,余杭 星桥 ,
宋都东郡国际,2室2厅1厨1卫,68.04㎡,195,28660元/平米,南,钱塘新区 大学城北 ,
塘栖一小区,3室1厅1厨1卫,80.7㎡,120,14870元/平米,南,余杭 塘栖 ,
中铁九逸,3室2厅1厨1卫,88.79㎡,185,20836元/平米,南,余杭 临平 ,
绿城运河宸园,3室2厅1厨1卫,89.24㎡,639,71605元/平米,南,拱墅 桥西 ,
五月花城,3室1厅1厨1卫,86㎡,182,21163元/平米,南,余杭 星桥 ,
江南文苑,3室2厅1厨1卫,88.46㎡,366,41375元/平米,南,滨江 浦沿 ,近地铁4号线杨家墩站
金地自在城,3室2厅1厨2卫,120.49㎡,508,42162元/平米,南 北,西湖 三墩 ,近地铁2号线金家渡站
华家池,3室2厅1厨2卫,96.57㎡,416,43078元/平米,南,江干 南肖埠 ,近地铁2号线庆菱路站
莲花新村西区,3室1厅1厨1卫,70.35㎡,299,42502元/平米,南,西湖 文三西路 ,
同人春江时代花园,3室2厅1厨2卫,146.91㎡,700,47649元/平米,南,滨江 长河 ,
闲林山水紫薇苑,3室2厅1厨1卫,85.7㎡,237,27655元/平米,南,余杭 闲林 ,
北银公寓,3室1厅1厨1卫,92.47㎡,252,27253元/平米,南,钱塘新区 高教园区西 ,近1号线(下沙江滨-湘湖)文泽路站
华瑞湘湖林语,2室2厅1厨1卫,100.2㎡,270,26947元/平米,南,萧山 湘湖 ,
中企艮山府,3室1厅1厨1卫,89㎡,415,46630元/平米,南,江干 景芳 ,
天阳观筑,2室1厅1厨1卫,75.19㎡,235,31255元/平米,南 西,江干 丁桥 ,
中赢康康谷,2室1厅1厨2卫,45.68㎡,170,37216元/平米,北,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
银泰海威国际,3室1厅1厨2卫,128.89㎡,620,48104元/平米,南,滨江 长河 ,
桃源春居,3室2厅1厨1卫,88.91㎡,295,33180元/平米,南 北,西湖 嘉绿 ,
中企艮山府,2室1厅1厨1卫,89.3㎡,404,45241元/平米,南 北,江干 景芳 ,
滨江华家池,4室2厅1厨3卫,187.88㎡,1730,92081元/平米,南,江干 华家池 ,
顺发恒园,3室2厅1厨2卫,88.9㎡,390,43870元/平米,南,萧山 萧山新城区 ,
绿地旭辉城,4室2厅1厨2卫,133.64㎡,715,53502元/平米,东,滨江 奥体 ,
山水人家潇湘居,3室1厅1厨2卫,127㎡,545,42914元/平米,南,西湖 文三西路 ,
南岸晶都花园,3室2厅1厨2卫,140.02㎡,430,30710元/平米,南,滨江 长河 ,
水印城,2室1厅1厨2卫,58.84㎡,385,65432元/平米,南 北,滨江 长河 ,
雅仕苑,3室1厅1厨1卫,83.7㎡,435,51972元/平米,南,西湖 文一西路 ,近地铁2号线丰潭路站
倾城之恋,3室2厅1厨2卫,130.11㎡,628,48267元/平米,南 北,滨江 滨江区政府 ,
仓基新村,2室1厅1厨1卫,53.72㎡,228,42443元/平米,南 北,拱墅 信义坊 ,
昆仑华府,3室2厅1厨2卫,89.95㎡,225,25014元/平米,南,余杭 良渚 ,
东湖北路257号,2室1厅1厨1卫,78.8㎡,128,16244元/平米,南,余杭 临平 ,
